"","variable","value"
"839","uncleaned",192
"840","uncleaned",194
"841","uncleaned",194
"842","uncleaned",193
"843","uncleaned",197
"844","uncleaned",196
"845","uncleaned",190
"846","uncleaned",191
"847","uncleaned",193
"848","uncleaned",197
"849","uncleaned",191
"850","uncleaned",196
"851","uncleaned",194
"852","uncleaned",192
"853","uncleaned",191
"854","uncleaned",191
"855","uncleaned",196
"856","uncleaned",192
"857","uncleaned",190
"858","uncleaned",191
"859","uncleaned",196
"860","uncleaned",192
"861","uncleaned",196
"862","uncleaned",190
"863","uncleaned",193
"864","uncleaned",191
"865","uncleaned",194
"866","uncleaned",191
"867","uncleaned",194
"868","uncleaned",193
"869","uncleaned",193
"870","uncleaned",195
"871","uncleaned",195
"872","uncleaned",191
"873","uncleaned",195
"874","uncleaned",194
"875","uncleaned",195
"876","uncleaned",196
"877","uncleaned",191
"878","uncleaned",190
"879","uncleaned",196
"880","uncleaned",197
"881","uncleaned",195
"882","uncleaned",191
"883","uncleaned",193
"884","uncleaned",194
"885","uncleaned",194
"886","uncleaned",190
"887","uncleaned",190
"888","uncleaned",193
"889","uncleaned",195
"890","uncleaned",196
"891","uncleaned",193
"892","uncleaned",191
"893","uncleaned",192
"894","uncleaned",194
"895","uncleaned",192
"896","uncleaned",191
"897","uncleaned",192
"898","uncleaned",197
"899","uncleaned",190
"900","uncleaned",196
"901","uncleaned",203
"902","uncleaned",200
"903","uncleaned",203
"904","uncleaned",198
"905","uncleaned",198
"906","uncleaned",201
"907","uncleaned",203
"908","uncleaned",200
"909","uncleaned",199
"910","uncleaned",198
"911","uncleaned",201
"912","uncleaned",200
"913","uncleaned",199
"914","uncleaned",200
"915","uncleaned",203
"916","uncleaned",198
"917","uncleaned",202
"918","uncleaned",202
"919","uncleaned",201
"920","uncleaned",200
"921","uncleaned",198
"922","uncleaned",198
"923","uncleaned",200
"924","uncleaned",199
"925","uncleaned",200
"926","uncleaned",201
"927","uncleaned",201
"928","uncleaned",200
"929","uncleaned",200
"930","uncleaned",201
"931","uncleaned",199
"932","uncleaned",202
"933","uncleaned",199
"934","uncleaned",198
"935","uncleaned",199
"936","uncleaned",199
"937","uncleaned",199
"938","uncleaned",203
"939","uncleaned",203
"940","uncleaned",202
"941","uncleaned",202
"942","uncleaned",201
