"","variable","value","ordered"
"468","uncleaned",60.0393254690997,TRUE
"469","uncleaned",58.4424263971321,TRUE
"470","uncleaned",60.8277525919362,TRUE
"471","uncleaned",60.8665804627557,TRUE
"472","uncleaned",58.7320674786521,TRUE
"473","uncleaned",60.6037962263039,TRUE
"474","uncleaned",61.0730403883037,TRUE
"475","uncleaned",60.4547169340979,TRUE
"476","uncleaned",58.8201621641512,TRUE
"477","uncleaned",58.8270942693302,TRUE
"478","uncleaned",60.7550919151821,TRUE
"479","uncleaned",60.364320759439,TRUE
"480","uncleaned",60.5163311892793,TRUE
"481","uncleaned",60.6903295802186,TRUE
"482","uncleaned",60.5720141980142,TRUE
"483","uncleaned",61.1938830065148,TRUE
"484","uncleaned",61.2122923432263,TRUE
"485","uncleaned",58.2278381952095,TRUE
"486","uncleaned",58.8151987307677,TRUE
"487","uncleaned",58.4954934544179,TRUE
"488","uncleaned",60.441380530049,TRUE
"489","uncleaned",60.1624869187157,TRUE
"490","uncleaned",58.9997903779078,TRUE
"491","uncleaned",59.0593694061877,TRUE
"492","uncleaned",60.5302636317131,TRUE
"493","uncleaned",61.1678470202489,TRUE
"494","uncleaned",59.0397794426095,TRUE
"495","uncleaned",59.9813248929865,TRUE
"496","uncleaned",61.1117608083258,TRUE
"497","uncleaned",60.189532690811,TRUE
"498","uncleaned",60.622633903639,TRUE
"499","uncleaned",58.5616158148636,TRUE
"500","uncleaned",60.6609956657299,TRUE
"501","uncleaned",59.7026248204746,TRUE
"502","uncleaned",59.9635752044778,TRUE
"503","uncleaned",61.0133395458483,TRUE
"504","uncleaned",60.5202926599303,TRUE
"505","uncleaned",59.9273941334582,TRUE
"506","uncleaned",60.5004694758791,TRUE
"507","uncleaned",58.3467297113397,TRUE
"508","uncleaned",60.953477023143,TRUE
"509","uncleaned",61.0103280278146,TRUE
"510","uncleaned",60.0766890356164,TRUE
"511","uncleaned",61.0981392849916,TRUE
"512","uncleaned",59.1094358011993,TRUE
"513","uncleaned",59.1401220677531,TRUE
"514","uncleaned",58.2203854413196,TRUE
"515","uncleaned",59.9825732747815,TRUE
"516","uncleaned",61.1291234024338,TRUE
"517","uncleaned",58.7349495088292,TRUE
"518","uncleaned",59.1381481113924,TRUE
"519","uncleaned",59.5402076684863,TRUE
"520","uncleaned",61.1902729808443,TRUE
"521","uncleaned",58.9460722147189,TRUE
"522","uncleaned",59.9694939142015,TRUE
"523","uncleaned",60.0000914842544,TRUE
"524","uncleaned",60.4278243359078,TRUE
"525","uncleaned",60.2739407727783,TRUE
"526","uncleaned",59.4875018080591,TRUE
"527","uncleaned",58.6611583712142,TRUE
"528","uncleaned",60.0118869349009,TRUE
"529","uncleaned",58.8572763947982,TRUE
"530","uncleaned",60.2244168628438,TRUE
"531","uncleaned",58.8948968472171,TRUE
"532","uncleaned",60.3029594379971,TRUE
"533","uncleaned",59.8184097295873,TRUE
"534","uncleaned",59.373186596909,TRUE
"535","uncleaned",59.1570224781973,TRUE
"536","uncleaned",60.1471586499483,TRUE
"537","uncleaned",60.4328796338002,TRUE
"538","uncleaned",59.712450984582,TRUE
"539","uncleaned",58.9045968789996,TRUE
"540","uncleaned",59.1358669674571,TRUE
"541","uncleaned",60.3683936730585,TRUE
"542","uncleaned",58.9187701858451,TRUE
"543","uncleaned",60.0079826195721,TRUE
"544","uncleaned",60.1501003262448,TRUE
"545","uncleaned",58.8852333521424,TRUE
"546","uncleaned",59.5621728030237,TRUE
"547","uncleaned",58.9437629390493,TRUE
"548","uncleaned",60.067259138757,TRUE
"549","uncleaned",60.4412914068218,TRUE
"550","uncleaned",60.9881494276028,TRUE
"551","uncleaned",58.9221112591454,TRUE
"552","uncleaned",60.0506619760327,TRUE
"553","uncleaned",58.3901736665693,TRUE
"554","uncleaned",60.3024538793192,TRUE
"555","uncleaned",61.0065888058693,TRUE
"556","uncleaned",59.790434322277,TRUE
"557","uncleaned",58.711978162282,TRUE
"558","uncleaned",60.0239026364633,TRUE
"559","uncleaned",59.5689227251323,TRUE
"560","uncleaned",59.9437647420336,TRUE
"561","uncleaned",58.2237139821356,TRUE
"562","uncleaned",58.2748914258537,TRUE
"563","uncleaned",60.412814279862,TRUE
"564","uncleaned",59.3981292620767,TRUE
"565","uncleaned",58.3275488285978,TRUE
"566","uncleaned",60.7683569806177,TRUE
"567","uncleaned",59.9836097768126,TRUE
"568","uncleaned",60.3802909205327,TRUE
"569","uncleaned",58.8711951617906,TRUE
"570","uncleaned",60.2039244449267,TRUE
"571","uncleaned",58.4662748801645,TRUE
"572","uncleaned",58.7081672193666,TRUE
"573","uncleaned",59.8630951106613,TRUE
"574","uncleaned",60.3630695466297,TRUE
"575","uncleaned",60.3243894293709,TRUE
"576","uncleaned",61.1146602284958,TRUE
"577","uncleaned",58.4415442923039,TRUE
"578","uncleaned",59.5633237026119,TRUE
"579","uncleaned",60.7949418677419,TRUE
"580","uncleaned",58.7055211607623,TRUE
"581","uncleaned",60.1198781969945,TRUE
"582","uncleaned",60.1872288812928,TRUE
"583","uncleaned",58.7507792572376,TRUE
"584","uncleaned",60.9780551265258,TRUE
"585","uncleaned",59.5109528045875,TRUE
"586","uncleaned",60.1745852606364,TRUE
"587","uncleaned",60.1735666376002,TRUE
"588","uncleaned",59.3347955103329,TRUE
"589","uncleaned",60.6873826436648,TRUE
"590","uncleaned",59.5402142605518,TRUE
"591","uncleaned",60.5367120651388,TRUE
"592","uncleaned",58.6443937025658,TRUE
"593","uncleaned",59.9281111040334,TRUE
"594","uncleaned",58.8712731630613,TRUE
"595","uncleaned",58.8592606412218,TRUE
"596","uncleaned",60.4860393448992,TRUE
"597","uncleaned",58.6542658746293,TRUE
"598","uncleaned",58.8736473701772,TRUE
"599","uncleaned",60.6501311735687,TRUE
"600","uncleaned",60.9428671407322,TRUE
"601","uncleaned",61.2459146425697,TRUE
"602","uncleaned",62.8618477014292,TRUE
"603","uncleaned",62.4578906660461,TRUE
"604","uncleaned",63.2176465032462,TRUE
"605","uncleaned",63.1717125082537,TRUE
"606","uncleaned",61.6639367707205,TRUE
"607","uncleaned",63.1597963647803,TRUE
"608","uncleaned",62.3924763591594,TRUE
"609","uncleaned",61.7770807794656,TRUE
"610","uncleaned",62.4200326840507,TRUE
"611","uncleaned",62.2892322903509,TRUE
"612","uncleaned",62.2847179169471,TRUE
"613","uncleaned",62.3072856464005,TRUE
"614","uncleaned",61.4591523108324,TRUE
"615","uncleaned",61.677167951609,TRUE
"616","uncleaned",61.756552337987,TRUE
"617","uncleaned",62.1995448972506,TRUE
"618","uncleaned",63.2131329552226,TRUE
"619","uncleaned",61.4254064023724,TRUE
"620","uncleaned",62.778505041879,TRUE
"621","uncleaned",62.5463111428569,TRUE
"622","uncleaned",61.4984207720128,TRUE
"623","uncleaned",63.1772985383663,TRUE
"624","uncleaned",62.1126361537588,TRUE
"625","uncleaned",62.8444994784517,TRUE
"626","uncleaned",61.2995444958054,TRUE
"627","uncleaned",62.6228813272882,TRUE
"628","uncleaned",61.3551909319457,TRUE
"629","uncleaned",61.5319519269644,TRUE
"630","uncleaned",61.9872461306976,TRUE
"631","uncleaned",62.8709913951212,TRUE
"632","uncleaned",63.4003600095302,TRUE
"633","uncleaned",63.5981746433096,TRUE
"634","uncleaned",62.4331742116131,TRUE
"635","uncleaned",61.7474238600187,TRUE
"636","uncleaned",61.848559443495,TRUE
