"","variable","value"
"1","diff2",-0.0106842105263158
"2","diff2",0.0314210526315791
"3","diff2",0.0366842105263159
"4","diff2",0.0735263157894737
"5","diff2",0.063
"6","diff2",0.0840526315789474
"7","diff2",0.0945789473684212
"8","diff2",0.0524736842105265
"9","diff2",0.0366842105263159
"10","diff2",0.0366842105263159
"11","diff2",0.0261578947368422
"12","diff2",0.0735263157894737
"13","diff2",0.105105263157895
"14","diff2",0.0893157894736843
"15","diff2",0.0787894736842106
"16","diff2",0.0261578947368422
"17","diff2",0.099842105263158
"18","diff2",0.0577368421052631
"19","diff2",0.0208947368421054
"20","diff2",0.0945789473684212
"21","diff2",0.126157894736842
"22","diff2",0.0472105263157894
"23","diff2",-0.00542105263157894
"24","diff2",0.0472105263157896
"25","diff2",0.099842105263158
"26","diff2",0.063
"27","diff2",0.0472105263157894
"28","diff2",0.0893157894736843
"29","diff2",0.063
"30","diff2",0.0945789473684212
"31","diff2",0.0472105263157896
"32","diff2",0.0787894736842106
"33","diff2",0.0735263157894737
"34","diff2",0.0208947368421054
"35","diff2",0.0787894736842106
"36","diff2",0.126157894736842
"37","diff2",0.0682631578947369
"38","diff2",0.0735263157894737
"39","diff2",0.0577368421052631
"40","diff2",0.0472105263157896
"41","diff2",0.0840526315789474
"42","diff2",0.0787894736842106
"43","diff2",0.0787894736842106
"44","diff2",0.0840526315789474
"45","diff2",0.063
"46","diff2",0.105105263157895
"47","diff2",0.115631578947369
"48","diff2",0.0787894736842106
"49","diff2",0.0735263157894737
"50","diff2",0.0840526315789474
"51","diff2",-0.000157894736842079
"52","diff2",0.105105263157895
"53","diff2",0.126157894736842
"54","diff2",0.0682631578947369
"55","diff2",0.0472105263157896
"56","diff2",0.0472105263157896
"57","diff2",0.0366842105263159
"58","diff2",0.099842105263158
"59","diff2",0.0945789473684212
"60","diff2",0.120894736842105
"61","diff2",0.0735263157894737
"62","diff2",0.0893157894736843
"63","diff2",0.0472105263157896
"64","diff2",0.105105263157895
"65","diff2",0.0893157894736843
"66","diff2",0.0366842105263159
"67","diff2",0.0366842105263159
"68","diff2",0.0314210526315791
"69","diff2",0.0472105263157894
"70","diff2",-0.00542105263157894
"71","diff2",0.063
"72","diff2",0.131421052631579
"73","diff2",0.0419473684210528
"74","diff2",0.063
"75","diff2",0.0893157894736843
"76","diff2",0.110368421052632
"77","diff2",0.0787894736842106
"78","diff2",0.0840526315789474
"79","diff2",0.110368421052632
"80","diff2",0.063
"81","diff2",0.0735263157894737
"82","diff2",-0.00542105263157894
"83","diff2",0.0840526315789474
"84","diff2",0.0472105263157896
"85","diff2",0.0682631578947366
"86","diff2",0.0840526315789474
"87","diff2",0.0577368421052631
"88","diff2",0.115631578947369
"89","diff2",0.0472105263157896
"90","diff2",0.0366842105263159
"91","diff2",0.0787894736842106
"92","diff2",0.0945789473684212
"93","diff2",0.0366842105263159
"94","diff2",0.0524736842105263
"95","diff2",0.120894736842105
"96","diff2",0.0787894736842106
"97","diff2",0.0261578947368422
"98","diff2",0.0261578947368422
"99","diff2",0.0787894736842106
"100","diff2",0.063
"101","diff2",0.0472105263157896
"102","diff2",0.0314210526315791
"103","diff2",0.0156315789473685
"104","diff2",0.0787894736842106
"105","diff2",0.0419473684210528
"106","diff2",0.099842105263158
"107","diff2",0.0735263157894737
"108","diff2",0.0682631578947369
"109","diff2",0.0945789473684212
"110","diff2",0.0682631578947369
"111","diff2",0.0577368421052631
"112","diff2",0.0787894736842106
"113","diff2",0.0103684210526316
"114","diff2",0.0945789473684212
"115","diff2",0.0314210526315791
"116","diff2",0.0472105263157894
"117","diff2",0.0682631578947369
"118","diff2",0.0261578947368422
"119","diff2",0.063
"120","diff2",0.0840526315789474
"121","diff2",0.0998421052631578
"122","diff2",0.0472105263157896
"123","diff2",0.0419473684210528
"124","diff2",0.110368421052632
"125","diff2",0.0893157894736843
"126","diff2",-0.0106842105263158
"127","diff2",0.0156315789473685
"128","diff2",0.0472105263157894
"129","diff2",-0.0212105263157895
"130","diff2",0.0735263157894737
"131","diff2",0.0735263157894737
"132","diff2",0.0156315789473685
"133","diff2",0.105105263157895
"134","diff2",0.063
"135","diff2",0.0314210526315791
"136","diff2",0.0682631578947369
"137","diff2",0.0577368421052631
"138","diff2",0.0524736842105263
"139","diff2",-0.0475263157894736
"140","diff2",0.0735263157894737
"141","diff2",-0.0212105263157895
"142","diff2",0.0103684210526316
"143","diff2",0.0314210526315791
"144","diff2",0.0472105263157896
"145","diff2",0.120894736842105
"146","diff2",0.0261578947368422
"147","diff2",0.0735263157894737
"148","diff2",0.0945789473684212
"149","diff2",0.099842105263158
"150","diff2",0.0893157894736843
"151","diff2",0.0682631578947369
"152","diff2",0.063
"153","diff2",0.0472105263157896
"154","diff2",0.105105263157895
"155","diff2",0.0472105263157896
"156","diff2",0.0472105263157896
"157","diff2",0.0735263157894737
"158","diff2",0.0261578947368422
"159","diff2",0.0787894736842106
"160","diff2",0.0840526315789474
"161","diff2",0.0524736842105263
"162","diff2",0.0472105263157894
"163","diff2",0.0524736842105265
"164","diff2",0.0419473684210528
"165","diff2",0.0261578947368422
"166","diff2",0.0261578947368422
"167","diff2",0.0682631578947369
"168","diff2",0.115631578947369
"169","diff2",0.0787894736842106
"170","diff2",0.131421052631579
"171","diff2",0.0945789473684212
"172","diff2",0.0419473684210528
"173","diff2",0.0787894736842106
"174","diff2",0.0735263157894737
"175","diff2",0.105105263157895
"176","diff2",0.099842105263158
"177","diff2",0.0577368421052631
"178","diff2",0.126157894736842
"179","diff2",0.105105263157895
"180","diff2",0.0682631578947369
"181","diff2",0.0682631578947369
"182","diff2",0.105105263157895
"183","diff2",0.0682631578947369
"184","diff2",0.0366842105263159
"185","diff2",0.0366842105263159
"186","diff2",0.0524736842105263
"187","diff2",0.0524736842105263
"188","diff2",0.0419473684210528
"189","diff2",0.105105263157895
"190","diff2",0.0103684210526316
"191","diff2",0.0840526315789474
"192","diff2",0.063
"193","diff2",0.0682631578947369
"194","diff2",0.105105263157895
"195","diff2",0.0840526315789474
"196","diff2",0.0787894736842106
"197","diff2",0.105105263157895
"198","diff2",0.063
"199","diff2",0.0577368421052631
"200","diff2",0.0524736842105265
"201","diff2",0.0735263157894737
"202","diff2",0.0208947368421054
"203","diff2",0.0208947368421054
"204","diff2",0.00510526315789478
"205","diff2",0.0682631578947369
"206","diff2",0.0419473684210528
"207","diff2",0.0524736842105263
"208","diff2",0.0261578947368422
"209","diff2",0.0945789473684212
"210","diff2",0.099842105263158
"211","diff2",0.0735263157894737
"212","diff2",0.0893157894736843
"213","diff2",0.0524736842105265
"214","diff2",0.0366842105263159
"215","diff2",0.0261578947368422
"216","diff2",0.063
"217","diff2",0.0208947368421054
"218","diff2",0.0524736842105263
"219","diff2",0.0840526315789474
"220","diff2",0.0472105263157896
"221","diff2",0.0524736842105263
"222","diff2",0.0893157894736843
"223","diff2",0.0945789473684212
"224","diff2",0.0366842105263159
"225","diff2",0.0524736842105265
"226","diff2",0.0840526315789474
"227","diff2",-0.000157894736842079
"228","diff2",0.0893157894736843
"229","diff2",0.0419473684210528
"230","diff2",0.0787894736842106
"231","diff2",0.0682631578947369
"232","diff2",0.0893157894736843
"233","diff2",0.105105263157895
"234","diff2",0.0524736842105263
"235","diff2",0.0419473684210528
"236","diff2",0.0787894736842106
"237","diff2",0.063
"238","diff2",0.120894736842105
"239","diff2",0.099842105263158
"240","diff2",0.063
"241","diff2",0.0945789473684212
"242","diff2",0.110368421052632
"243","diff2",0.0208947368421054
"244","diff2",0.0366842105263159
"245","diff2",0.0682631578947369
"246","diff2",0.0156315789473685
"247","diff2",0.0893157894736843
"248","diff2",0.0419473684210528
"249","diff2",0.0682631578947369
"250","diff2",0.0735263157894737
"251","diff2",0.0472105263157896
"252","diff2",0.0893157894736843
"253","diff2",0.0840526315789474
"254","diff2",0.0893157894736843
"255","diff2",0.0419473684210528
"256","diff2",0.063
"257","diff2",0.0524736842105263
"258","diff2",0.0156315789473685
"259","diff2",0.063
"260","diff2",0.0735263157894737
"261","diff2",0.0419473684210528
"262","diff2",0.0945789473684212
"263","diff2",0.0945789473684212
"264","diff2",0.0419473684210526
"265","diff2",0.0472105263157896
"266","diff2",0.0314210526315791
"267","diff2",0.115631578947369
"268","diff2",0.099842105263158
"269","diff2",-0.0212105263157895
"270","diff2",0.0682631578947369
"271","diff2",0.0419473684210526
"272","diff2",0.0735263157894737
"273","diff2",0.105105263157895
"274","diff2",0.063
"275","diff2",0.0261578947368422
"276","diff2",0.0787894736842106
"277","diff2",0.0103684210526316
"278","diff2",0.099842105263158
"279","diff2",0.0419473684210528
"280","diff2",0.0577368421052631
"281","diff2",0.0261578947368422
"282","diff2",0.063
"283","diff2",0.0472105263157896
"284","diff2",0.0261578947368422
"285","diff2",0.0682631578947369
"286","diff2",0.0208947368421054
"287","diff2",0.0787894736842106
"288","diff2",0.0366842105263159
"289","diff2",-0.000157894736842079
"290","diff2",0.0524736842105263
"291","diff2",0.131421052631579
"292","diff2",0.0314210526315791
"293","diff2",0.063
"294","diff2",0.0735263157894737
"295","diff2",0.063
"296","diff2",0.0366842105263159
"297","diff2",0.0682631578947369
"298","diff2",0.0261578947368422
"299","diff2",0.0103684210526316
"300","diff2",0.0577368421052631
"301","diff2",0.0472105263157896
"302","diff2",0.0735263157894737
"303","diff2",0.0524736842105263
"304","diff2",0.0472105263157896
"305","diff2",0.0577368421052634
"306","diff2",0.0840526315789474
"307","diff2",0.110368421052632
"308","diff2",0.110368421052632
"309","diff2",0.0787894736842106
"310","diff2",0.0577368421052631
"311","diff2",0.0787894736842106
"312","diff2",0.0103684210526316
"313","diff2",0.0577368421052631
"314","diff2",0.0577368421052631
"315","diff2",0.0524736842105263
"316","diff2",0.0419473684210528
"317","diff2",0.0103684210526316
"318","diff2",0.0366842105263159
"319","diff2",0.105105263157895
"320","diff2",0.063
"321","diff2",0.0419473684210528
"322","diff2",-0.0159473684210527
